China,CHN,"Adult literacy rate, population 15+ years, both sexes (%)",SE.ADT.LITR.ZS,,,,,,,,,,,,,65.50508881,,,,,,,,77.78505707,,,,,,,,,,90.92021,,,,,,,,,,95.12448,,,,,,,,,,,,,,,,,,,,,,,,
China,CHN,"Adult literacy rate, population 15+ years, female (%)",SE.ADT.LITR.FE.ZS,,,,,,,,,,,,,51.1368103,,,,,,,,68.07208252,,,,,,,,,,86.5266,,,,,,,,,,92.71123,,,,,,,,,,,,,,,,,,,,,,,,
China,CHN,"Adult literacy rate, population 15+ years, gender parity index (GPI)",UIS.LR.AG15T99.GPI,,,,,,,,,,,,,0.645730019,,,,,,,,0.782209992,,,,,,,,,,0.90951,,,,,,,,,,0.95108,,,,,,,,,,,,,,,,,,,,,,,,
China,CHN,"Adult literacy rate, population 15+ years, male (%)",SE.ADT.LITR.MA.ZS,,,,,,,,,,,,,79.19178009,,,,,,,,87.02497864,,,,,,,,,,95.13525,,,,,,,,,,97.47946,,,,,,,,,,,,,,,,,,,,,,,,
China,CHN,All staff compensation as % of total expenditure in lower secondary public institutions (%),UIS.XSPENDP.2.FDPUB.FNS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61.20254135,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
China,CHN,All staff compensation as % of total expenditure in post-secondary non-tertiary public institutions (%),UIS.XSPENDP.4.FDPUB.FNS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
China,CHN,All staff compensation as % of total expenditure in pre-primary public institutions (%),UIS.XSPENDP.0.FDPUB.FNS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61.76665878,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
China,CHN,All staff compensation as % of total expenditure in primary public institutions (%),UIS.XSPENDP.1.FDPUB.FNS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,68.04244995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
China,CHN,All staff compensation as % of total expenditure in public institutions (%),UIS.XSPENDP.FDPUB.FNS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52.43093109,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
China,CHN,All staff compensation as % of total expenditure in secondary public institutions (%),UIS.XSPENDP.23.FDPUB.FNS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52.98414993,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
China,CHN,All staff compensation as % of total expenditure in tertiary public institutions (%),UIS.XSPENDP.56.FDPUB.FNS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35.68093109,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
China,CHN,All staff compensation as % of total expenditure in upper secondary public institutions (%),UIS.XSPENDP.3.FDPUB.FNS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46.95746994,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
China,CHN,Annual statutory teacher salaries in public institutions in USD. Lower Secondary. 10 years of experience,OECD.TSAL.2.E10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
China,CHN,Annual statutory teacher salaries in public institutions in USD. Lower Secondary. 15 years of experience,OECD.TSAL.2.E15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2952.380975,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
China,CHN,Annual statutory teacher salaries in public institutions in USD. Lower Secondary. Starting salary,OECD.TSAL.2.E0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2834.920656,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
China,CHN,Annual statutory teacher salaries in public institutions in USD. Lower Secondary. Top of scale,OECD.TSAL.2.ETOP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3595.238122,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
China,CHN,Annual statutory teacher salaries in public institutions in USD. Pre-Primary. 10 years of experience,OECD.TSAL.0.E10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
China,CHN,Annual statutory teacher salaries in public institutions in USD. Pre-Primary. 15 years of experience,OECD.TSAL.0.E15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
China,CHN,Annual statutory teacher salaries in public institutions in USD. Pre-Primary. Starting salary,OECD.TSAL.0.E0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
China,CHN,Annual statutory teacher salaries in public institutions in USD. Pre-Primary. Top of scale,OECD.TSAL.0.ETOP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
China,CHN,Annual statutory teacher salaries in public institutions in USD. Primary. 10 years of experience,OECD.TSAL.1.E10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
China,CHN,Annual statutory teacher salaries in public institutions in USD. Primary. 15 years of experience,OECD.TSAL.1.E15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2952.380975,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
China,CHN,Annual statutory teacher salaries in public institutions in USD. Primary. Starting salary,OECD.TSAL.1.E0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2834.920656,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
China,CHN,Annual statutory teacher salaries in public institutions in USD. Primary. Top of scale,OECD.TSAL.1.ETOP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3595.238122,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
China,CHN,Annual statutory teacher salaries in public institutions in USD. Upper Secondary. 10 years of experience,OECD.TSAL.3.E10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
China,CHN,Annual statutory teacher salaries in public institutions in USD. Upper Secondary. 15 years of experience,OECD.TSAL.3.E15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2952.380975,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
China,CHN,Annual statutory teacher salaries in public institutions in USD. Upper Secondary. Starting salary,OECD.TSAL.3.E0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2834.920656,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
China,CHN,Annual statutory teacher salaries in public institutions in USD. Upper Secondary. Top of scale,OECD.TSAL.3.ETOP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3595.238122,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
China,CHN,"Barro-Lee: Average years of primary schooling, age 15+, female",BAR.PRM.SCHL.15UP.FE,2.52,,,,,2.94,,,,,3.46,,,,,3.88,,,,,4.16,,,,,4.31,,,,,4.43,,,,,4.68,,,,,4.9,,,,,,,,,,,,,,,,,,,,,,,,
China,CHN,"Barro-Lee: Average years of primary schooling, age 15+, total",BAR.PRM.SCHL.15UP,2.99,,,,,3.4,,,,,3.93,,,,,4.14,,,,,4.23,,,,,4.55,,,,,4.81,,,,,4.96,,,,,5.07,,,,,,,,,,,,,,,,,,,,,,,,
China,CHN,"Barro-Lee: Average years of primary schooling, age 15-19, female",BAR.PRM.SCHL.1519.FE,4.96,,,,,5.05,,,,,5.39,,,,,5.5,,,,,5.49,,,,,4.77,,,,,4.89,,,,,4.95,,,,,4.98,,,,,,,,,,,,,,,,,,,,,,,,
China,CHN,"Barro-Lee: Average years of primary schooling, age 15-19, total",BAR.PRM.SCHL.1519,4.58,,,,,4.66,,,,,5.47,,,,,5.6,,,,,5.43,,,,,4.76,,,,,4.87,,,,,4.91,,,,,4.94,,,,,,,,,,,,,,,,,,,,,,,,
China,CHN,"Barro-Lee: Average years of primary schooling, age 20-24, female",BAR.PRM.SCHL.2024.FE,4.41,,,,,4.52,,,,,5.07,,,,,5.33,,,,,5.35,,,,,5.5,,,,,4.73,,,,,4.89,,,,,4.93,,,,,,,,,,,,,,,,,,,,,,,,
China,CHN,"Barro-Lee: Average years of primary schooling, age 20-24, total",BAR.PRM.SCHL.2024,4.79,,,,,4.85,,,,,5.28,,,,,5.12,,,,,5.24,,,,,5.59,,,,,4.76,,,,,4.88,,,,,4.91,,,,,,,,,,,,,,,,,,,,,,,,
China,CHN,"Barro-Lee: Average years of primary schooling, age 25+, female",BAR.PRM.SCHL.25UP.FE,1.6,,,,,2.12,,,,,2.66,,,,,3.14,,,,,3.6,,,,,3.97,,,,,4.24,,,,,4.54,,,,,4.81,,,,,,,,,,,,,,,,,,,,,,,,
China,CHN,"Barro-Lee: Average years of primary schooling, age 25+, total",BAR.PRM.SCHL.25UP,2.24,,,,,2.76,,,,,3.25,,,,,3.55,,,,,3.75,,,,,4.3,,,,,4.76,,,,,4.94,,,,,5.07,,,,,,,,,,,,,,,,,,,,,,,,
China,CHN,"Barro-Lee: Average years of primary schooling, age 25-29, female",BAR.PRM.SCHL.2529.FE,3.89,,,,,4.41,,,,,4.52,,,,,5.03,,,,,5.33,,,,,5.35,,,,,5.5,,,,,4.77,,,,,4.89,,,,,,,,,,,,,,,,,,,,,,,,
China,CHN,"Barro-Lee: Average years of primary schooling, age 25-29, total",BAR.PRM.SCHL.2529,4.24,,,,,4.79,,,,,4.85,,,,,5.21,,,,,5.12,,,,,5.36,,,,,5.59,,,,,4.79,,,,,4.88,,,,,,,,,,,,,,,,,,,,,,,,
China,CHN,"Barro-Lee: Average years of primary schooling, age 30-34, female",BAR.PRM.SCHL.3034.FE,3.62,,,,,3.89,,,,,4.4,,,,,4.48,,,,,4.97,,,,,5.3,,,,,5.33,,,,,5.54,,,,,4.81,,,,,,,,,,,,,,,,,,,,,,,,
China,CHN,"Barro-Lee: Average years of primary schooling, age 30-34, total",BAR.PRM.SCHL.3034,4.1,,,,,4.24,,,,,4.79,,,,,4.63,,,,,5.12,,,,,5.3,,,,,5.5,,,,,5.63,,,,,4.83,,,,,,,,,,,,,,,,,,,,,,,,
China,CHN,"Barro-Lee: Average years of primary schooling, age 35-39, female",BAR.PRM.SCHL.3539.FE,2.32,,,,,3.62,,,,,3.89,,,,,4.32,,,,,4.43,,,,,4.91,,,,,5.26,,,,,5.43,,,,,5.59,,,,,,,,,,,,,,,,,,,,,,,,
China,CHN,"Barro-Lee: Average years of primary schooling, age 35-39, total",BAR.PRM.SCHL.3539,2.91,,,,,4.1,,,,,4.24,,,,,4.6,,,,,4.36,,,,,5.19,,,,,5.52,,,,,5.58,,,,,5.67,,,,,,,,,,,,,,,,,,,,,,,,
China,CHN,"Barro-Lee: Average years of primary schooling, age 40-44, female",BAR.PRM.SCHL.4044.FE,2.04,,,,,2.32,,,,,3.62,,,,,3.78,,,,,4.21,,,,,4.37,,,,,4.84,,,,,5.25,,,,,5.55,,,,,,,,,,,,,,,,,,,,,,,,
China,CHN,"Barro-Lee: Average years of primary schooling, age 40-44, total",BAR.PRM.SCHL.4044,2.76,,,,,2.91,,,,,4.1,,,,,3.87,,,,,4.36,,,,,4.6,,,,,5.26,,,,,5.5,,,,,5.66,,,,,,,,,,,,,,,,,,,,,,,,
China,CHN,"Barro-Lee: Average years of primary schooling, age 45-49, female",BAR.PRM.SCHL.4549.FE,0.51,,,,,2.04,,,,,2.32,,,,,3.41,,,,,3.65,,,,,4.08,,,,,4.3,,,,,5,,,,,5.23,,,,,,,,,,,,,,,,,,,,,,,,
China,CHN,"Barro-Lee: Average years of primary schooling, age 45-49, total",BAR.PRM.SCHL.4549,1.4,,,,,2.76,,,,,2.91,,,,,3.8,,,,,3.43,,,,,4.47,,,,,4.91,,,,,5.36,,,,,5.48,,,,,,,,,,,,,,,,,,,,,,,,
China,CHN,"Barro-Lee: Average years of primary schooling, age 50-54, female",BAR.PRM.SCHL.5054.FE,0.15,,,,,0.51,,,,,2.04,,,,,2.08,,,,,3.15,,,,,3.49,,,,,3.92,,,,,4.32,,,,,5.19,,,,,,,,,,,,,,,,,,,,,,,,
China,CHN,"Barro-Lee: Average years of primary schooling, age 50-54, total",BAR.PRM.SCHL.5054,0.79,,,,,1.4,,,,,2.76,,,,,2.58,,,,,3.43,,,,,3.76,,,,,4.61,,,,,4.9,,,,,5.48,,,,,,,,,,,,,,,,,,,,,,,,
China,CHN,"Barro-Lee: Average years of primary schooling, age 55-59, female",BAR.PRM.SCHL.5559.FE,0.08,,,,,0.15,,,,,0.51,,,,,1.86,,,,,1.8,,,,,2.84,,,,,3.29,,,,,4.11,,,,,4.34,,,,,,,,,,,,,,,,,,,,,,,,
China,CHN,"Barro-Lee: Average years of primary schooling, age 55-59, total",BAR.PRM.SCHL.5559,0.52,,,,,0.79,,,,,1.4,,,,,2.3,,,,,2.17,,,,,3.46,,,,,4.16,,,,,4.74,,,,,4.89,,,,,,,,,,,,,,,,,,,,,,,,
China,CHN,"Barro-Lee: Average years of primary schooling, age 60-64, female",BAR.PRM.SCHL.6064.FE,0.08,,,,,0.08,,,,,0.15,,,,,0.58,,,,,1.63,,,,,1.46,,,,,2.46,,,,,3.29,,,,,4.34,,,,,,,,,,,,,,,,,,,,,,,,
China,CHN,"Barro-Lee: Average years of primary schooling, age 60-64, total",BAR.PRM.SCHL.6064,0.51,,,,,0.52,,,,,0.79,,,,,1.25,,,,,1.75,,,,,2.12,,,,,3.49,,,,,4.13,,,,,4.89,,,,,,,,,,,,,,,,,,,,,,,,
China,CHN,"Barro-Lee: Average years of primary schooling, age 65-69, female",BAR.PRM.SCHL.6569.FE,0.06,,,,,0.08,,,,,0.08,,,,,0.28,,,,,0.68,,,,,1.35,,,,,1.03,,,,,2.81,,,,,3.29,,,,,,,,,,,,,,,,,,,,,,,,
China,CHN,"Barro-Lee: Average years of primary schooling, age 65-69, total",BAR.PRM.SCHL.6569,0.39,,,,,0.51,,,,,0.52,,,,,0.88,,,,,1.06,,,,,1.87,,,,,2.06,,,,,3.74,,,,,4.09,,,,,,,,,,,,,,,,,,,,,,,,
China,CHN,"Barro-Lee: Average years of primary schooling, age 70-74, female",BAR.PRM.SCHL.7074.FE,0.06,,,,,0.06,,,,,0.08,,,,,0.23,,,,,0.46,,,,,0.82,,,,,1.03,,,,,1.36,,,,,3.29,,,,,,,,,,,,,,,,,,,,,,,,
China,CHN,"Barro-Lee: Average years of primary schooling, age 70-74, total",BAR.PRM.SCHL.7074,0.39,,,,,0.4,,,,,0.52,,,,,0.74,,,,,1.01,,,,,1.47,,,,,2.06,,,,,2.35,,,,,4.09,,,,,,,,,,,,,,,,,,,,,,,,
China,CHN,"Barro-Lee: Average years of primary schooling, age 75+, female",BAR.PRM.SCHL.75UP.FE,0.06,,,,,0.06,,,,,0.06,,,,,0.22,,,,,0.42,,,,,0.66,,,,,0.97,,,,,1.31,,,,,1.73,,,,,,,,,,,,,,,,,,,,,,,,
China,CHN,"Barro-Lee: Average years of primary schooling, age 75+, total",BAR.PRM.SCHL.75UP,0.39,,,,,0.4,,,,,0.41,,,,,0.7,,,,,1.01,,,,,1.4,,,,,1.92,,,,,2.27,,,,,2.65,,,,,,,,,,,,,,,,,,,,,,,,
China,CHN,"Barro-Lee: Average years of secondary schooling, age 15+, female",BAR.SEC.SCHL.15UP.FE,0.4,,,,,0.49,,,,,0.68,,,,,0.94,,,,,1.16,,,,,1.45,,,,,1.71,,,,,1.94,,,,,2.1,,,,,,,,,,,,,,,,,,,,,,,,
China,CHN,"Barro-Lee: Average years of secondary schooling, age 15+, total",BAR.SEC.SCHL.15UP,0.56,,,,,0.68,,,,,0.9,,,,,1.12,,,,,1.3,,,,,1.67,,,,,1.97,,,,,2.18,,,,,2.3,,,,,,,,,,,,,,,,,,,,,,,,
China,CHN,"Barro-Lee: Average years of secondary schooling, age 15-19, female",BAR.SEC.SCHL.1519.FE,0.99,,,,,1.19,,,,,1.36,,,,,1.82,,,,,2.1,,,,,3.59,,,,,3.98,,,,,3.83,,,,,4.25,,,,,,,,,,,,,,,,,,,,,,,,
China,CHN,"Barro-Lee: Average years of secondary schooling, age 15-19, total",BAR.SEC.SCHL.1519,1.09,,,,,1.33,,,,,1.56,,,,,1.87,,,,,2,,,,,3.61,,,,,4.08,,,,,3.89,,,,,4.22,,,,,,,,,,,,,,,,,,,,,,,,
China,CHN,"Barro-Lee: Average years of secondary schooling, age 20-24, female",BAR.SEC.SCHL.2024.FE,0.68,,,,,0.68,,,,,1.53,,,,,1.97,,,,,2.2,,,,,2.52,,,,,3.8,,,,,4.06,,,,,3.88,,,,,,,,,,,,,,,,,,,,,,,,
China,CHN,"Barro-Lee: Average years of secondary schooling, age 20-24, total",BAR.SEC.SCHL.2024,0.96,,,,,0.96,,,,,1.84,,,,,2.08,,,,,2.22,,,,,2.71,,,,,3.96,,,,,4.14,,,,,3.93,,,,,,,,,,,,,,,,,,,,,,,,
China,CHN,"Barro-Lee: Average years of secondary schooling, age 25+, female",BAR.SEC.SCHL.25UP.FE,0.18,,,,,0.27,,,,,0.37,,,,,0.57,,,,,0.81,,,,,1.07,,,,,1.3,,,,,1.54,,,,,1.71,,,,,,,,,,,,,,,,,,,,,,,,
China,CHN,"Barro-Lee: Average years of secondary schooling, age 25+, total",BAR.SEC.SCHL.25UP,0.34,,,,,0.46,,,,,0.59,,,,,0.78,,,,,1.01,,,,,1.3,,,,,1.57,,,,,1.79,,,,,1.92,,,,,,,,,,,,,,,,,,,,,,,,
China,CHN,"Barro-Lee: Average years of secondary schooling, age 25-29, female",BAR.SEC.SCHL.2529.FE,0.44,,,,,0.68,,,,,0.68,,,,,1.52,,,,,1.94,,,,,2.11,,,,,2.36,,,,,3.62,,,,,3.61,,,,,,,,,,,,,,,,,,,,,,,,
China,CHN,"Barro-Lee: Average years of secondary schooling, age 25-29, total",BAR.SEC.SCHL.2529,0.68,,,,,0.96,,,,,0.96,,,,,1.84,,,,,2.05,,,,,2.28,,,,,2.54,,,,,3.76,,,,,3.68,,,,,,,,,,,,,,,,,,,,,,,,
China,CHN,"Barro-Lee: Average years of secondary schooling, age 30-34, female",BAR.SEC.SCHL.3034.FE,0.44,,,,,0.44,,,,,0.68,,,,,0.72,,,,,1.5,,,,,1.96,,,,,2.09,,,,,2.17,,,,,3.28,,,,,,,,,,,,,,,,,,,,,,,,
China,CHN,"Barro-Lee: Average years of secondary schooling, age 30-34, total",BAR.SEC.SCHL.3034,0.68,,,,,0.68,,,,,0.96,,,,,0.95,,,,,1.84,,,,,2.14,,,,,2.31,,,,,2.34,,,,,3.4,,,,,,,,,,,,,,,,,,,,,,,,
China,CHN,"Barro-Lee: Average years of secondary schooling, age 35-39, female",BAR.SEC.SCHL.3539.FE,0.14,,,,,0.44,,,,,0.44,,,,,0.67,,,,,0.76,,,,,1.48,,,,,1.97,,,,,2.04,,,,,1.85,,,,,,,,,,,,,,,,,,,,,,,,
China,CHN,"Barro-Lee: Average years of secondary schooling, age 35-39, total",BAR.SEC.SCHL.3539,0.35,,,,,0.68,,,,,0.68,,,,,0.95,,,,,0.93,,,,,1.81,,,,,2.23,,,,,2.22,,,,,2.01,,,,,,,,,,,,,,,,,,,,,,,,
China,CHN,"Barro-Lee: Average years of secondary schooling, age 40-44, female",BAR.SEC.SCHL.4044.FE,0.14,,,,,0.14,,,,,0.44,,,,,0.47,,,,,0.67,,,,,0.81,,,,,1.44,,,,,1.81,,,,,1.85,,,,,,,,,,,,,,,,,,,,,,,,
China,CHN,"Barro-Lee: Average years of secondary schooling, age 40-44, total",BAR.SEC.SCHL.4044,0.35,,,,,0.35,,,,,0.68,,,,,0.68,,,,,0.93,,,,,1.05,,,,,1.77,,,,,2.07,,,,,2.01,,,,,,,,,,,,,,,,,,,,,,,,
China,CHN,"Barro-Lee: Average years of secondary schooling, age 45-49, female",BAR.SEC.SCHL.4549.FE,0.06,,,,,0.14,,,,,0.14,,,,,0.43,,,,,0.5,,,,,0.65,,,,,0.88,,,,,1.52,,,,,1.6,,,,,,,,,,,,,,,,,,,,,,,,
China,CHN,"Barro-Lee: Average years of secondary schooling, age 45-49, total",BAR.SEC.SCHL.4549,0.21,,,,,0.35,,,,,0.35,,,,,0.68,,,,,0.68,,,,,0.92,,,,,1.19,,,,,1.82,,,,,1.85,,,,,,,,,,,,,,,,,,,,,,,,
China,CHN,"Barro-Lee: Average years of secondary schooling, age 50-54, female",BAR.SEC.SCHL.5054.FE,0.02,,,,,0.06,,,,,0.14,,,,,0.14,,,,,0.41,,,,,0.54,,,,,0.64,,,,,0.85,,,,,1.6,,,,,,,,,,,,,,,,,,,,,,,,
China,CHN,"Barro-Lee: Average years of secondary schooling, age 50-54, total",BAR.SEC.SCHL.5054,0.1,,,,,0.21,,,,,0.35,,,,,0.36,,,,,0.68,,,,,0.76,,,,,0.92,,,,,1.15,,,,,1.85,,,,,,,,,,,,,,,,,,,,,,,,
China,CHN,"Barro-Lee: Average years of secondary schooling, age 55-59, female",BAR.SEC.SCHL.5559.FE,0.01,,,,,0.02,,,,,0.06,,,,,0.14,,,,,0.14,,,,,0.39,,,,,0.59,,,,,0.72,,,,,0.82,,,,,,,,,,,,,,,,,,,,,,,,
China,CHN,"Barro-Lee: Average years of secondary schooling, age 55-59, total",BAR.SEC.SCHL.5559,0.07,,,,,0.1,,,,,0.21,,,,,0.31,,,,,0.38,,,,,0.66,,,,,0.87,,,,,1,,,,,1.09,,,,,,,,,,,,,,,,,,,,,,,,
China,CHN,"Barro-Lee: Average years of secondary schooling, age 60-64, female",BAR.SEC.SCHL.6064.FE,0.01,,,,,0.01,,,,,0.02,,,,,0.07,,,,,0.13,,,,,0.14,,,,,0.37,,,,,0.56,,,,,0.82,,,,,,,,,,,,,,,,,,,,,,,,
China,CHN,"Barro-Lee: Average years of secondary schooling, age 60-64, total",BAR.SEC.SCHL.6064,0.06,,,,,0.07,,,,,0.1,,,,,0.18,,,,,0.28,,,,,0.36,,,,,0.64,,,,,0.83,,,,,1.09,,,,,,,,,,,,,,,,,,,,,,,,
China,CHN,"Barro-Lee: Average years of secondary schooling, age 65-69, female",BAR.SEC.SCHL.6569.FE,0.01,,,,,0.01,,,,,0.01,,,,,0.04,,,,,0.08,,,,,0.13,,,,,0.13,,,,,0.42,,,,,0.53,,,,,,,,,,,,,,,,,,,,,,,,
China,CHN,"Barro-Lee: Average years of secondary schooling, age 65-69, total",BAR.SEC.SCHL.6569,0.04,,,,,0.06,,,,,0.07,,,,,0.12,,,,,0.14,,,,,0.29,,,,,0.33,,,,,0.68,,,,,0.78,,,,,,,,,,,,,,,,,,,,,,,,
China,CHN,"Barro-Lee: Average years of secondary schooling, age 70-74, female",BAR.SEC.SCHL.7074.FE,0.01,,,,,0.01,,,,,0.01,,,,,0.03,,,,,0.06,,,,,0.1,,,,,0.13,,,,,0.16,,,,,0.53,,,,,,,,,,,,,,,,,,,,,,,,
China,CHN,"Barro-Lee: Average years of secondary schooling, age 70-74, total",BAR.SEC.SCHL.7074,0.04,,,,,0.05,,,,,0.07,,,,,0.1,,,,,0.14,,,,,0.22,,,,,0.33,,,,,0.37,,,,,0.78,,,,,,,,,,,,,,,,,,,,,,,,
China,CHN,"Barro-Lee: Average years of secondary schooling, age 75+, female",BAR.SEC.SCHL.75UP.FE,0.01,,,,,0.01,,,,,0.01,,,,,0.03,,,,,0.05,,,,,0.09,,,,,0.13,,,,,0.17,,,,,0.21,,,,,,,,,,,,,,,,,,,,,,,,
China,CHN,"Barro-Lee: Average years of secondary schooling, age 75+, total",BAR.SEC.SCHL.75UP,0.04,,,,,0.05,,,,,0.06,,,,,0.1,,,,,0.14,,,,,0.22,,,,,0.33,,,,,0.37,,,,,0.42,,,,,,,,,,,,,,,,,,,,,,,,
China,CHN,"Barro-Lee: Average years of tertiary schooling, age 15+, female",BAR.TER.SCHL.15UP.FE,0.01,,,,,0.01,,,,,0.01,,,,,0.03,,,,,0.05,,,,,0.08,,,,,0.11,,,,,0.12,,,,,0.13,,,,,,,,,,,,,,,,,,,,,,,,
China,CHN,"Barro-Lee: Average years of tertiary schooling, age 15+, total",BAR.TER.SCHL.15UP,0.03,,,,,0.03,,,,,0.03,,,,,0.05,,,,,0.06,,,,,0.11,,,,,0.15,,,,,0.15,,,,,0.14,,,,,,,,,,,,,,,,,,,,,,,,
China,CHN,"Barro-Lee: Average years of tertiary schooling, age 15-19, female",BAR.TER.SCHL.1519.FE,0.01,,,,,0.01,,,,,0.01,,,,,0.02,,,,,0.02,,,,,0.05,,,,,0.08,,,,,0.11,,,,,0.09,,,,,,,,,,,,,,,,,,,,,,,,
